File Name,Dataset,aid,Date,Orbit Number,Scene ID,Build ID,Orbit Correction Performed,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETdaily_doy2019144002749_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETdaily,aid0001,2019-05-24 00:27:49 UTC,4993,6,601,TRUE,503450,120.3430099,735.3143311,"(120.3430099,735.3143311)",398.7647095,122.5869598,15027.56272,493.5037231,735.3143311,378.3576965,120.3430099,308.029274
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETdaily_doy2019146233557_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETdaily,aid0001,2019-05-26 23:35:57 UTC,5039,6,601,TRUE,160123,42.489399,296.8308411,"(42.489399,296.8308411)",153.4311066,43.4997597,1892.229092,186.105957,278.4642639,161.4277954,42.489399,122.2350616
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETdaily_doy2019150215448_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETdaily,aid0001,2019-05-30 21:54:48 UTC,5100,6,601,TRUE,225121,62.9685516,268.715271,"(62.9685516,268.715271)",150.9567566,37.6993141,1421.238285,183.0858154,268.715271,143.2843475,62.9685516,124.318573
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETdaily_doy2019153210257_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETdaily,aid0001,2019-06-02 21:02:57 UTC,5146,6,601,TRUE,149059,29.698225,171.2276001,"(29.698225,171.2276001)",112.5097733,24.3420296,592.5344037,127.7692909,169.3392181,113.1385345,58.4269485,100.028511
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETdaily_doy2019157192149_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETdaily,aid0001,2019-06-06 19:21:49 UTC,5207,6,601,TRUE,40701,157.4453583,256.9720459,"(157.4453583,256.9720459)",216.7175751,14.070406,197.9763239,226.2180328,254.3201904,217.3913269,179.2245331,207.3955994
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETdaily_doy2019158183142_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETdaily,aid0001,2019-06-07 18:31:42 UTC,5222,7,601,TRUE,276677,27.894165,228.9614258,"(27.894165,228.9614258)",127.346962,38.1091805,1452.309635,158.8836975,228.9614258,127.9557648,27.894165,99.6634293
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETdaily_doy2019158183234_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETdaily,aid0001,2019-06-07 18:32:34 UTC,5222,8,601,TRUE,10698,70.9297409,148.1337738,"(70.9297409,148.1337738)",105.7036133,8.415638,70.8229624,110.9213486,124.2913437,106.6742554,88.533905,101.9662323
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETdaily_doy2019159010102_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETdaily,aid0001,2019-06-08 01:01:02 UTC,5226,5,601,TRUE,624798,102.3376694,854.265686,"(102.3376694,854.265686)",462.7208557,116.5309753,13579.46821,525.2823486,716.7566528,453.7373047,206.1616211,397.6324768
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETdaily_doy2019161174020_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETdaily,aid0001,2019-06-10 17:40:20 UTC,5268,6,601,TRUE,709104,34.8249397,240.6079102,"(34.8249397,240.6079102)",108.2825623,31.6111546,999.2650924,128.0108871,192.0620422,106.3813286,34.8249397,85.3067894
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETdaily_doy2019162000912_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETdaily,aid0001,2019-06-11 00:09:12 UTC,5272,5,601,TRUE,67515,58.4732552,203.4397888,"(58.4732552,203.4397888)",135.2390289,22.4660225,504.7221666,148.7450943,184.8903961,135.5470428,88.5150757,124.6451797
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETdaily_doy2019162001004_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETdaily,aid0001,2019-06-11 00:10:04 UTC,5272,6,601,TRUE,661703,36.8501587,240.2153931,"(36.8501587,240.2153931)",110.4405212,33.1911049,1101.649444,130.01474,195.7962036,107.977684,36.8501587,86.1602936
