File Name,Dataset,aid,Date,Orbit Number,Scene ID,Build ID,Orbit Correction Performed,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
ECO3ETALEXI_001_EVAPOTRANSPIRATION_ALEXI_ETdaily_doy2019144002657_aid0001,EVAPOTRANSPIRATION_ALEXI_ETdaily,aid0001,2019-05-24 00:26:57 UTC,04993,005,0601,True,239650.0,0.0,7.8280697,"(0.0,7.8280697)",3.7928772,0.9995083,0.9990169,3.957987,4.8853512,3.5707713,2.4133127,3.3396862
ECO3ETALEXI_001_EVAPOTRANSPIRATION_ALEXI_ETdaily_doy2019144002749_aid0001,EVAPOTRANSPIRATION_ALEXI_ETdaily,aid0001,2019-05-24 00:27:49 UTC,04993,006,0601,True,449307.0,0.0,8.5899401,"(0.0,8.5899401)",3.0761113,0.6161567,0.3796491,3.2879457,4.0987196,2.9795971,1.9369167,2.7474229
ECO3ETALEXI_001_EVAPOTRANSPIRATION_ALEXI_ETdaily_doy2019146233557_aid0001,EVAPOTRANSPIRATION_ALEXI_ETdaily,aid0001,2019-05-26 23:35:57 UTC,05039,006,0601,True,161702.0,0.0,6.1352558,"(0.0,6.1352558)",3.5978296,0.6700956,0.4490281,4.1073776,5.4527779,3.5554187,2.0677743,3.206085
ECO3ETALEXI_001_EVAPOTRANSPIRATION_ALEXI_ETdaily_doy2019150215448_aid0001,EVAPOTRANSPIRATION_ALEXI_ETdaily,aid0001,2019-05-30 21:54:48 UTC,05100,006,0601,True,225270.0,0.0,10.6627941,"(0.0,10.6627941)",4.2829885,1.6605996,2.757591,5.5168724,9.0514412,4.3657563,0.0,3.1363057
ECO3ETALEXI_001_EVAPOTRANSPIRATION_ALEXI_ETdaily_doy2019153210257_aid0001,EVAPOTRANSPIRATION_ALEXI_ETdaily,aid0001,2019-06-02 21:02:57 UTC,05146,006,0601,True,151183.0,0.0,6.8162165,"(0.0,6.8162165)",4.0833426,1.0252482,1.0511338,4.7576537,6.5557928,4.2314229,1.7579255,3.5576744
ECO3ETALEXI_001_EVAPOTRANSPIRATION_ALEXI_ETdaily_doy2019157192149_aid0001,EVAPOTRANSPIRATION_ALEXI_ETdaily,aid0001,2019-06-06 19:21:49 UTC,05207,006,0601,True,40701.0,0.0,5.0195765,"(0.0,5.0195765)",1.6075206,0.9812546,0.9628607,2.2231219,4.2686486,1.6949323,0.0,0.8590724
ECO3ETALEXI_001_EVAPOTRANSPIRATION_ALEXI_ETdaily_doy2019158183142_aid0001,EVAPOTRANSPIRATION_ALEXI_ETdaily,aid0001,2019-06-07 18:31:42 UTC,05222,007,0601,True,276679.0,0.0,8.7643137,"(0.0,8.7643137)",2.8739605,1.3927404,1.9397257,3.6337433,6.160141,2.8467927,0.0,1.9494272
ECO3ETALEXI_001_EVAPOTRANSPIRATION_ALEXI_ETdaily_doy2019158183234_aid0001,EVAPOTRANSPIRATION_ALEXI_ETdaily,aid0001,2019-06-07 18:32:34 UTC,05222,008,0601,True,10698.0,0.2847837,5.8213401,"(0.2847837,5.8213401)",3.1168556,0.6453694,0.4165016,3.4914038,4.6359434,3.0711732,1.5904058,2.7280434
ECO3ETALEXI_001_EVAPOTRANSPIRATION_ALEXI_ETdaily_doy2019159010102_aid0001,EVAPOTRANSPIRATION_ALEXI_ETdaily,aid0001,2019-06-08 01:01:02 UTC,05226,005,0601,True,627556.0,0.0,10.7320414,"(0.0,10.7320414)",1.8343526,1.5932478,2.5384385,2.6950843,6.002049,1.6462405,0.0,0.4904332
ECO3ETALEXI_001_EVAPOTRANSPIRATION_ALEXI_ETdaily_doy2019161174020_aid0001,EVAPOTRANSPIRATION_ALEXI_ETdaily,aid0001,2019-06-10 17:40:20 UTC,05268,006,0601,True,712000.0,0.0,7.3051929,"(0.0,7.3051929)",2.0311186,1.3549765,1.8359614,2.9120491,5.7431102,2.0482519,0.0,1.0245774
