DateTime,PT Tower,ET Tower,PT-JPL ET,DisALEXI ET
2019-03-11,2.3862177394471025,2.7140899256,0.78,1.45
2019-03-12,1.5213804309688497,2.070187008920678,0.917,1.575
2019-03-13,1.075244012622075,3.3353376565377237,0.925,1.473
2019-03-14,2.058741960200466,5.141158078930121,1.525,2.254
2019-03-15,0.7846295583344371,3.45497235362576,0.853,1.174
2019-03-16,2.640358588273402,3.41962372982634,1.284,1.646
2019-03-17,2.2126894087355184,2.5651184097538704,1.166,1.395
2019-03-18,2.162441887406534,1.860109656246248,1.277,1.427
2019-03-19,2.5448173565015124,2.420666615389337,1.393,1.455
2019-03-20,0.5813787715176254,1.3399380339309597,0.987,0.965
2019-03-21,0.997567120845646,1.2041992531881598,1.229,1.126
2019-03-22,2.9379572732760253,2.2883084795594386,1.699,1.458
2019-03-23,3.1098940419528267,2.1772633732115776,1.843,1.482
2019-03-24,0.7147604110772793,3.292865761934088,0.985,0.743
2019-03-25,2.400372392738133,4.405724988749141,1.498,1.06
2019-03-26,2.9371711558621008,3.3351645946014017,2.1,1.393
2019-03-27,3.3605595241474915,3.6125107588066983,2.664,1.657
2019-03-28,3.121583937990495,,2.659,1.549
2019-03-29,0.835842393745178,,0.794,0.434
2019-03-30,0.32007139822306374,3.570213903366459,0.454,0.232
2019-03-31,2.8662480547841636,3.06593594138846,2.051,0.981
2019-04-01,3.0862638904763062,3.919192056010401,2.301,1.028
2019-04-02,2.5557027580974974,3.076385945056299,3.068,1.28
2019-04-03,2.095834039108822,1.8353611941509276,2.943,1.145
2019-04-04,0.9178274854440653,4.000307011289275,2.496,0.904
2019-04-05,1.2190124041757224,,1.917,0.645
2019-04-06,3.3009652400731313,3.709270380083528,3.706,1.158
2019-04-07,2.2443142148056534,2.7879796686579703,3.793,1.211
2019-04-08,3.5376290766822596,3.482636777892247,4.079,1.33
2019-04-09,4.505043233085038,3.862188439840773,4.391,1.463
2019-04-10,3.0543212573765657,4.404969603882233,3.285,1.118
2019-04-11,1.4569107122742668,3.262526207604137,4.656,1.618
2019-04-12,4.368437983421151,6.134457817837113,3.982,1.413
2019-04-13,3.273965697939608,2.5782668344109774,3.45,1.25
2019-04-14,0.9586248052341644,,0.831,0.307
2019-04-15,3.198639433654101,3.781458916612848,3.098,1.169
2019-04-16,4.331209221843267,3.8365503952021305,5.219,2.009
2019-04-17,3.9104901815723996,3.923483853700735,5.099,2.002
2019-04-18,0.48872097959109845,4.074844568612797,1.419,0.568
2019-04-19,2.188194052493438,3.550859784404249,2.805,1.146
2019-04-20,4.902664151133992,4.121919136214745,5.203,2.168
2019-04-21,5.164015459614643,4.48468251618614,5.156,2.19
2019-04-22,4.2207427359944045,6.983043992827004,5.828,2.524
2019-04-23,0.9838721397152559,0.9770813640736687,2.355,1.04
2019-04-24,1.65747658726414,1.9077112852822973,2.535,1.141
2019-04-25,0.9164290982531924,0.4477799615295263,2.034,0.933
2019-04-26,5.531891097749121,5.197237227231063,4.715,2.203
2019-04-27,,,1.338,0.637
2019-04-28,,,3.052,1.48
2019-04-29,1.5843434771947953,,2.533,1.252
2019-04-30,1.0173459393336195,1.5741884209486947,3.011,1.515
2019-05-01,3.0337087036959263,,3.033,1.555
2019-05-02,0.9021191380351133,3.6553498136669593,1.46,0.762
2019-05-03,2.2566243578725453,2.855314624270078,2.175,1.156
2019-05-04,3.168303995397063,3.878294075255636,3.06,1.657
2019-05-05,4.950991191278739,3.381979087346203,3.754,2.069
2019-05-06,5.149239843742073,4.664957383199067,4.513,2.533
2019-05-07,4.326745359196494,3.748210505668856,3.524,2.014
2019-05-08,4.891867278073616,5.18630284659704,4.899,2.849
2019-05-09,1.5775354512667406,5.5883507321328745,1.476,0.874
2019-05-10,3.759432146353016,3.40130631987647,2.931,1.767
2019-05-11,1.1252266496754606,2.557470572862609,1.797,1.102
2019-05-12,0.1975332784059169,,1.189,0.743
2019-05-13,,,3.542,2.25
2019-05-14,,,3.264,2.11
2019-05-15,,,3.738,2.459
2019-05-16,,,4.687,3.138
2019-05-17,,,4.008,2.731
2019-05-18,,,5.113,3.545
2019-05-19,,,3.382,2.386
2019-05-20,4.383361592137036,,2.877,2.065
2019-05-21,1.4882889580131775,1.8035526593490965,2.288,1.671
2019-05-22,6.1844091487167825,8.09402446967083,4.336,3.222
2019-05-23,5.0981420010465675,5.815326592382887,3.978,3.007
2019-05-24,4.57103653326306,4.049329322783689,4.256,3.273
2019-05-25,5.004964854663462,3.3488762069962164,4.375,3.422
2019-05-26,2.713555109312491,4.5648921034805,3.121,2.484
2019-05-27,4.89911357588005,6.222431127541379,4.68,3.79
2019-05-28,4.184663803199585,4.172394297455613,3.593,2.96
2019-05-29,4.873281870152031,5.530800521091164,3.478,2.915
2019-05-30,5.3050911502302025,6.252059573522396,3.312,2.823
2019-05-31,4.736625602000058,5.8316920220397535,3.721,3.227
2019-06-01,5.393775710169764,5.0669080278307455,4.112,3.628
2019-06-02,5.542600110789318,2.773157375306921,3.548,3.134
2019-06-03,5.210315929856988,2.6941026649237005,4.333,3.831
2019-06-04,4.838452081681841,2.746845015555372,4.204,3.721
2019-06-05,3.779957101324157,1.844640697665196,4.208,3.728
2019-06-06,5.586916416929398,3.012770164084289,4.354,3.862
2019-06-07,6.051409464626146,3.08637115321744,4.633,4.114
2019-06-08,3.865026397661259,2.5571713075130984,4.219,3.75
2019-06-09,4.3434811436847065,,2.356,2.096
2019-06-10,7.059130940836433,,4.227,3.764
2019-06-11,5.385807143920421,2.611705778763215,4.149,3.699
2019-06-12,2.5767900016842638,1.9379177677015915,3.007,2.684
2019-06-13,5.711613599213606,6.275308157631232,3.655,3.265
2019-06-14,0.46467984894810144,,4.375,3.912
2019-06-15,,,2.379,2.13
2019-06-16,,,3.1,2.777
2019-06-17,2.5243183525304644,,2.733,2.451
2019-06-18,5.479591816898744,4.09086750960036,3.249,2.917
2019-06-19,1.6340756763597086,3.976022803793013,2.089,1.878
2019-06-20,4.737134291757775,5.499101458837338,2.884,2.595
