,date,ET_corr10,ET_corr25,D5TE_VWC_15cm_Avg,VPD,D5TE_VWC_5cm_Avg,RH_tmpr_rh_mean,Rn_new,wnd_dir_compass,Precip_Tot,Date,Area10m,Area25m,f_soy10m,f_corn10m,f_soy25m,f_corn25m,month,year,f_corn10m_r,f_soy10m_r,f_corn25m_r,f_soy25m_r,ETmean,LEpercent_diff_heights,Det,Detc,Dets,ETcorn,ETsoy,ETpercent_cropdiff
0,2021-08-15,5.907796999320419,7.958395804420029,,0.8458307916666666,0.3145208333333333,66.77399989583334,184.5866812265856,48.34527239583334,0.0,2021-08-15,137372.72727272726,1174745.4545454546,0.5371973684522365,0.22904421501277666,0.5760817058286427,0.28060186865884085,8.0,2021.0,0.22904421501277666,0.7709557849872233,0.28060186865884085,0.7193981313411592,6.933096401870223,29.576955031902557,0.05155765364606418,1.8855131629816508,-0.1650856421179585,6.933096401870223,6.933096401870223,573.6675923024748
1,2021-08-16,4.536983870928696,6.234432804021387,,0.64452078125,0.29584375,76.28979583333333,196.41401911778124,45.95617229166667,0.0,2021-08-16,127022.72727272728,784840.9090909091,0.5244136230223011,0.24104183380914793,0.5991141593462356,0.27372965260340376,8.0,2021.0,0.2350430244109623,0.7649569755890377,0.2771657606311223,0.7228342393688777,5.385708337475041,31.51765425694217,0.04212273622016002,1.4895855769056747,-0.2078633561870178,5.385708337475041,5.385708337475041,748.2337826348939
2,2021-08-17,3.5145379623844097,5.030170116465012,,0.5351052291666666,0.2776354166666667,83.25712302083333,181.62882539663343,68.70822420833333,0.0,2021-08-17,135200.0,1680750.0,0.6026625756965031,0.20143795441445256,0.7099923520016806,0.21036696906695868,8.0,2021.0,0.22384133441212573,0.7761586655878743,0.2548994967764011,0.7451005032235989,4.272354039424711,35.475340762833596,0.031058162364275388,1.2855261209044202,-0.23010603317618195,4.272354039424711,4.272354039424711,1142.2227866140292
3,2021-08-18,4.366602644412365,5.304365446959338,,0.9041625208333331,0.26034375,75.20657885416666,188.0341341381516,153.87037903125,0.0,2021-08-18,219600.0,614300.0,0.8367228279035474,0.08846134838179753,0.8699369992145665,0.08185121715776655,8.0,2021.0,0.176980378868466,0.823019621131534,0.1886492796093763,0.8113507203906237,4.835484045685851,19.39335945867987,0.011668900740910315,0.8227506392960997,-0.11501216325087338,4.835484045685851,4.835484045685851,1661.9696995697432
4,2021-08-19,4.489975257124014,5.581662815314992,,1.0149631875,0.2429375,72.69365770833333,190.837025081059,201.311220125,0.0,2021-08-19,241247.36842105264,208700.0,0.5410040653414969,0.20810338525648914,0.6204877510121968,0.25836347170709256,8.0,2021.0,0.16600089601757975,0.8339991039824203,0.18352721931060592,0.8164727806893941,5.035819036219503,21.678450920081737,0.01752632329302617,0.9891592032940761,-0.10252835489690237,5.035819036219503,5.035819036219503,1236.9080814974886
5,2021-08-20,6.511475773464907,7.262087583600077,,0.8758465625,0.2285729166666666,74.81836187500001,207.47283480132376,141.99893260416667,0.0,2021-08-20,155747.36842105264,3335231.25,0.9183528199482117,0.03624247777827368,0.890613743633122,0.06835207525506204,8.0,2021.0,0.11093573713885346,0.8890642628611465,0.13618892137330704,0.8638110786266929,6.886781678532492,10.899311829137554,0.02525318423445358,0.8317776330181861,0.08116582288301621,6.886781678532492,6.886781678532492,431.6014854977117
6,2021-08-21,5.6055333407945085,3.173242458950297,,0.4535007291666666,0.2554479166666666,85.80061916666666,123.51995161072598,179.99186268817203,16.006,2021-08-21,142578.94736842104,921505.2631578947,0.9431208841075778,0.04422167302245722,0.9274942554542394,0.05468666155068149,8.0,2021.0,0.09618917868574,0.9038108213142599,0.1271340695042787,0.8728659304957214,3.173242458950297,14.081737007741609,0.03094489081853867,0.9638615979367762,0.14455685488500036,6.015185712320396,6.015185712320396,347.9180407238605
7,2021-08-22,4.69959090812411,5.587588584092492,,0.72372253125,0.3370729166666666,78.8604371875,186.9358590832459,246.9593354789583,0.0,2021-08-22,197386.36363636365,493281.8181818182,0.4757466622238813,0.25435736043257945,0.4699698851798119,0.4077922574887312,8.0,2021.0,0.11160717041110345,0.8883928295888965,0.1769436647648249,0.8230563352351751,5.143589746108301,17.26416218634566,0.06533649435372145,1.0959455628553663,0.2079478868869845,5.143589746108301,5.143589746108301,264.23459595000935
8,2021-08-23,5.003127617097324,5.722444425120453,,0.8228306875000001,0.3167291666666667,77.83328177083332,164.06786191051137,193.81336958333335,0.0,2021-08-23,340200.0,1030638.4615384615,0.9100874356424461,0.05689942832120585,0.7825416115319795,0.17961796525940463,8.0,2021.0,0.11849282059208084,0.8815071794079191,0.21403229476627242,0.7859677052337276,5.362786021108889,13.413117830765003,0.09553947417419156,1.1120791123050306,0.3927623042819015,5.362786021108889,5.362786021108889,140.39346507507088
9,2021-08-24,6.496349643133414,5.590596306477929,,0.9042000729166668,0.3033958333333333,76.9402325,197.07765368949683,192.46899555555552,10.16,2021-08-24,116775.0,916114.2857142857,0.9380290553463337,0.05782649578255724,0.878117344209611,0.12082153111474843,8.0,2021.0,0.12302776151211418,0.8769722384878859,0.2360772512876281,0.7639227487123719,6.043472974805671,14.98729853565051,0.11304948977551393,-0.05991151860505717,0.8458418180504269,6.043472974805671,6.043472974805671,132.57289851914652
