,Date,hour,good,ET10day,ET25day,LE10inst,LE25inst,ET10day_EB,ET25day_EB,fcorn_10,fcorn_25,fsoy_10,fsoy_25,AlexiET1x1,AlexiET5x5,AlexiET25x25,AlexiET50x50,AlexiFFP25,AlexiFFP10,JdayET1x1,JdayET5x5,JdayET25x25,JdayET50x50,JdayFFP25,JdayFFP10,JinstET1x1,JinstET5x5,JinstET25x25,JinstET50x50,JinstFFP25,JinstFFP10,JinstCorn,JinstSoy,JdayCorn,JdaySoy,AlexiCorn,AlexiSoy,AlexiCropDiff,JdayCropDiff
0,2019-05-23 19:27:49-05:00,19.5,1,,4.741889313121225,,15.3386595,,5.8153265923828865,,,,,2.6614625453948975,2.7963013648986816,2.7008543014526367,2.7601699829101562,,,11.851531982421875,12.073086738586426,12.532503128051758,12.452922821044922,,,51.84038162231445,52.79811096191406,54.28314208984375,54.00911331176758,,,54.341331481933594,54.33468246459961,12.555731773376465,12.542153358459473,2.618847608566284,2.780269145965576,-0.161421537399292,0.013578414916992188
1,2019-05-26 18:35:57-05:00,18.5,0,,3.4995273441889494,,48.758935,,4.5648921034805,,0.2550295603840001,,0.7449704396159998,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,
2,2019-05-30 16:54:48-05:00,17.0,0,,4.482915208364072,,83.467265,,6.252059573522396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2019-06-02 16:02:57-05:00,16.0,0,,2.0214204908441236,,115.786165,,2.773157375306921,,0.4963674120807614,,0.5036325879192386,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0
4,2019-06-06 14:21:49-05:00,14.5,0,,2.0739096372549746,,146.9045,,3.012770164084289,,0.1327467993452452,,0.8672532006547549,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,
5,2019-06-07 13:31:42-05:00,13.5,0,,2.063818968769992,,184.17739999999998,,3.08637115321744,,0.3691194676098387,,0.6308805323901612,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0
6,2019-06-07 20:01:02-05:00,20.0,1,,2.063818968769992,,15.972234999999998,,3.08637115321744,,0.2599355266954224,,0.7400644733045776,2.8501405715942383,2.331192970275879,1.952668309211731,1.8996344804763794,2.1083623015014497,,15.14728832244873,15.210427284240723,15.265706062316895,15.034162521362305,14.704239957476101,,44.41504669189453,44.60072708129883,44.724998474121094,44.18946075439453,43.55341779697069,,44.77187728881836,44.762081146240234,15.298904418945312,15.26966381072998,1.7446671724319458,2.14841365814209,-0.40374648571014404,0.02924060821533203
7,2019-06-10 12:40:20-05:00,12.5,1,,,,175.92669999999998,,,,0.6573524763393996,,0.3426475236606003,2.4243505001068115,2.4681668281555176,1.9767056703567505,1.8229554891586304,2.2000560511825666,,2.583705186843872,2.7058489322662354,2.54665207862854,2.4695677757263184,2.3170275313550346,,123.22052764892578,127.52510833740234,120.81082153320312,117.0998306274414,112.71312818734347,,110.49517059326172,130.3956298828125,2.2850005626678467,2.7909457683563232,1.8478978872299194,2.11386775970459,-0.2659698724746704,-0.5059452056884766
8,2019-06-10 19:09:12-05:00,19.0,0,,,,33.185294999999996,,,,0.4677588818014043,,0.5322411181985957,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0
9,2019-06-10 19:10:04-05:00,19.0,1,,,,33.185294999999996,,,,0.4677588818014043,,0.5322411181985957,2.6326611042022705,2.6207191944122314,2.3435428142547607,2.26216197013855,2.160186439152469,,3.0507876873016357,3.141554355621338,2.965576171875,2.8876378536224365,2.7011815331258275,,33.38495635986328,34.12159729003906,32.45616912841797,31.57201385498047,30.250720930266112,,29.60992431640625,35.11771011352539,2.647081136703491,3.2642040252685547,2.1435186862945557,2.5372791290283203,-0.39376044273376465,-0.6171228885650635
10,2019-06-18 09:17:11-05:00,9.5,1,,3.0319244590953836,,185.6507,,4.0908675096003595,,0.4993130991112153,,0.5006869008887846,0.009999999776482582,0.009999999776482582,0.014929287135601044,0.047778449952602386,0.010451899162322628,,4.871559143066406,4.82539701461792,4.665379524230957,4.095510482788086,4.084609388997663,,161.3579559326172,161.08685302734375,160.06837463378906,141.5771484375,139.2559251120383,,157.87026977539062,162.1112518310547,4.496419429779053,4.823711395263672,0.014839161187410355,0.015278286300599575,-0.00043912511318922043,-0.32729196548461914
11,2019-06-18 09:18:03-05:00,9.5,1,,3.0319244590953836,,185.6507,,4.0908675096003595,,0.4993130991112153,,0.5006869008887846,1.4544986486434937,1.1426559686660767,1.0723100900650024,1.176846981048584,1.0017768856554172,,4.751187324523926,4.725320339202881,4.869171619415283,4.833800792694092,5.0417423041567515,,164.7316436767578,164.74388122558594,175.0240936279297,174.71031188964844,180.38259337470618,,177.69891357421875,171.73707580566406,4.833826541900635,4.881876468658447,1.0971518754959106,1.0510867834091187,0.04606509208679199,-0.0480499267578125
12,2019-06-18 15:46:36-05:00,16.0,0,,3.0319244590953836,,190.40485,,4.0908675096003595,,0.556734688034322,,0.4432653119656779,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,
13,2019-06-25 13:13:15-05:00,13.0,0,,5.822450846982419,,653.5741,,8.629404571357489,,0.0189581799804044,,0.9810418200195956,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0
14,2019-06-25 13:14:07-05:00,13.0,1,,5.822450846982419,,653.5741,,8.629404571357489,,0.0189581799804044,,0.9810418200195956,4.159822463989258,4.0653462409973145,3.971590518951416,4.251106262207031,4.152211294813058,,2.9119129180908203,2.9629220962524414,2.671140193939209,2.599412679672241,3.1135976784738397,,135.8574676513672,137.3125457763672,126.39027404785156,122.92882537841797,142.17101121590807,,116.41561889648438,135.50546264648438,2.4045703411102295,2.9160497188568115,4.035816192626953,3.919574737548828,0.116241455078125,-0.511479377746582
15,2019-06-29 11:31:54-05:00,11.5,0,,2.830702690451495,,158.725415,,4.1654397743320555,,0.0197632883164359,,0.980236711683564,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,
16,2019-07-02 10:40:00-05:00,10.5,0,,3.674575597241173,,240.64665000000002,,5.666215494566305,,0.0156820711498554,,0.9843179288501446,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,
17,2019-07-06 08:59:19-05:00,9.0,0,,3.856386464519198,,242.04815000000002,,5.65019331247161,,0.7421140524573914,,0.2578859475426086,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,
18,2019-07-06 09:00:11-05:00,9.0,0,,3.856386464519198,,242.04815000000002,,5.65019331247161,,0.7421140524573914,,0.2578859475426086,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0
19,2019-07-07 08:10:06-05:00,8.0,0,,2.784196598191842,,87.874705,,4.056840221494904,,0.020810492869371,,0.9791895071306288,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0
20,2019-07-23 19:46:31-05:00,20.0,0,,3.391737342719427,,-1.1773714999999996,,4.696074812678587,,0.2979958659291715,,0.7020041340708285,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0
21,2019-07-27 18:05:51-05:00,18.0,0,,5.2542754006707275,,189.14495,,7.497978540981887,,0.0074406740166568,,0.9925593259833432,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,
22,2019-07-31 16:25:05-05:00,16.5,0,,3.982866306732843,,205.11534999999998,,5.762717577116816,,0.0425355602765955,,0.9574644397234044,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,
23,2019-08-04 14:44:20-05:00,14.5,0,,3.5402276459821302,,349.21495000000004,,5.249383253343642,,0.0059379534280773,,0.9940620465719224,,,,,0.0,,,,,,0.0,,,,,,0.0,,177.93174743652344,,3.6002044677734375,,6.239353656768799,,,
