File Name,Dataset,aid,Date,Orbit Number,Scene ID,Build ID,Orbit Correction Performed,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETdaily_doy2020159174839_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETdaily,aid0001,2020-06-07 17:48:39 UTC,10898,006,0601,True,709472.0,116.6685791,340.3513489,"(116.6685791,340.3513489)",238.0503998,24.4879475,599.659571,255.7439575,306.3727417,240.2501068,170.9224548,221.8143616
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETdaily_doy2020160001753_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETdaily,aid0001,2020-06-08 00:17:53 UTC,10902,009,0601,True,675899.0,193.1033325,455.4908752,"(193.1033325,455.4908752)",334.5986633,30.9714851,959.2328916,356.9406128,418.7773743,336.9627075,253.7758942,315.673584
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETdaily_doy2020160001845_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETdaily,aid0001,2020-06-08 00:18:45 UTC,10902,010,0601,True,49577.0,209.3872833,443.3605957,"(209.3872833,443.3605957)",344.3113403,35.4433174,1256.2287493,370.0005798,439.7175598,346.3049316,252.2902832,322.8883667
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETdaily_doy2020163224317_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETdaily,aid0001,2020-06-11 22:43:17 UTC,10963,009,0601,True,393903.0,27.8329754,222.5966034,"(27.8329754,222.5966034)",129.51474,23.9227886,572.2998154,145.1202011,187.8361359,130.9979553,73.9118423,116.6366577
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETdaily_doy2020166152638_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETdaily,aid0001,2020-06-14 15:26:38 UTC,11005,007,0601,True,478153.0,48.8387604,273.8401489,"(48.8387604,273.8401489)",159.8064117,26.2288876,687.9545425,175.0662231,214.2724762,164.0087891,109.7187576,148.9271088
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETdaily_doy2020170135229_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETdaily,aid0001,2020-06-18 13:52:29 UTC,11066,008,0601,True,662825.0,64.8731079,406.125,"(64.8731079,406.125)",259.590271,41.0146523,1682.2016994,287.412384,364.1853638,261.6810303,159.447403,236.2245026
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETdaily_doy2020171193357_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETdaily,aid0001,2020-06-19 19:33:57 UTC,11085,008,0601,True,216725.0,55.0201912,392.1304321,"(55.0201912,392.1304321)",195.0710754,54.4544563,2965.2878141,226.5262299,332.3924866,191.3239441,55.0201912,155.9486847
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETdaily_doy2020171193449_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETdaily,aid0001,2020-06-19 19:34:49 UTC,11085,009,0601,True,67.0,201.7733307,209.6751099,"(201.7733307,209.6751099)",205.5899811,2.2654026,5.1320487,207.3346863,209.6751099,204.9674377,201.7733307,204.1855927
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETdaily_doy2020187131552_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETdaily,aid0001,2020-07-05 13:15:52 UTC,11329,010,0601,True,710618.0,157.1008911,389.9561462,"(157.1008911,389.9561462)",359.0439453,18.3435078,336.4842772,367.3514023,382.9938965,362.894104,341.2662354,356.9173355
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETdaily_doy2020191114155_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETdaily,aid0001,2020-07-09 11:41:55 UTC,11390,009,0601,True,247236.0,328.1812439,637.951355,"(328.1812439,637.951355)",474.3052979,43.295536,1874.5034411,503.5355759,586.1400146,474.5411987,365.8602295,448.4621506
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETdaily_doy2020194105556_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETdaily,aid0001,2020-07-12 10:55:56 UTC,11436,012,0601,True,35173.0,1048.7244873,1350.6551514,"(1048.7244873,1350.6551514)",1141.8369141,30.5231762,931.6642849,1160.2005615,1218.9055176,1140.1793213,1061.9855957,1120.8657227
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETdaily_doy2020217185909_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETdaily,aid0001,2020-08-04 18:59:09 UTC,11798,006,0601,True,213229.0,53.2628098,214.8557434,"(53.2628098,214.8557434)",89.8554306,29.126606,848.3591764,96.4636688,132.1660767,81.0455322,53.2628098,72.6582031
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETdaily_doy2020219004120_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETdaily,aid0001,2020-08-06 00:41:20 UTC,11817,013,0601,True,167910.0,372.0582886,1999.9864502,"(372.0582886,1999.9864502)",1252.520752,385.1383972,148331.5850107,1595.2200928,1999.9864502,1205.0603027,372.0582886,927.9880219
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETdaily_doy2020221172534_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETdaily,aid0001,2020-08-08 17:25:34 UTC,11859,008,0601,True,609250.0,81.9420013,397.7485657,"(81.9420013,397.7485657)",217.9005432,46.266964,2140.631954,246.2025909,335.3392029,215.6904144,97.6417389,186.7780533
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETdaily_doy2020222230731_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETdaily,aid0001,2020-08-09 23:07:31 UTC,11878,007,0601,True,191536.0,164.5320282,426.6630554,"(164.5320282,426.6630554)",265.2879028,45.9273453,2109.3210441,302.2760315,412.3900757,260.489563,164.5320282,228.7500954
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETdaily_doy2020225222129_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETdaily,aid0001,2020-08-12 22:21:29 UTC,11924,007,0601,True,708087.0,13.9912195,335.0795898,"(13.9912195,335.0795898)",76.3679352,39.5224533,1562.0243155,96.6153297,170.6045227,62.4112892,13.9912195,47.2891617
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETdaily_doy2020226213354_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETdaily,aid0001,2020-08-13 21:33:54 UTC,11939,007,0601,True,20256.0,61.930378,326.0567932,"(61.930378,326.0567932)",204.8151703,53.4758911,2859.6709304,241.766777,326.0567932,219.1425476,98.1333084,184.3100662
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETdaily_doy2020229141811_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETdaily,aid0001,2020-08-16 14:18:11 UTC,11981,007,0601,True,676429.0,83.7631683,320.8065491,"(83.7631683,320.8065491)",194.941864,40.4814987,1638.7517385,227.2086639,320.8065491,191.6626129,83.7631683,163.1476135
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETdaily_doy2020229204750_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETdaily,aid0001,2020-08-16 20:47:50 UTC,11985,007,0601,True,710028.0,24.638319,264.2852783,"(24.638319,264.2852783)",81.6636505,32.7164154,1070.363837,93.8728008,145.0835571,70.8901367,24.638319,59.7320633
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETdaily_doy2020230200021_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETdaily,aid0001,2020-08-17 20:00:21 UTC,12000,008,0601,True,191834.0,94.6370316,310.0223389,"(94.6370316,310.0223389)",207.1588287,48.4548416,2347.8716758,254.4626198,310.0223389,211.114502,94.6370316,165.5836792
ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETdaily_doy2020234182646_aid0001,EVAPOTRANSPIRATION_PT_JPL_ETdaily,aid0001,2020-08-21 18:26:46 UTC,12061,006,0601,True,604510.0,25.1332893,251.1898346,"(25.1332893,251.1898346)",71.5121231,32.3476105,1046.3679034,80.0567799,124.0719833,58.100647,25.1332893,50.7131462
